,company_brand,founded,headquarter,sector,what_it_does,investor,amount($),stage,year
2536,Spinny,2016,Gurgaon,"E-Commerce, E-Commerce Platforms, Internet, Retail",Used cars marketplace in India. Ushering new era of transparency and convenience.,Unknown,11000000,Series A,2018
2537,OYO,2016,Gurgaon,"Hospitality, Hotel, Leisure, Travel",OYO is an Indian hospitality startup that operates a network of budget hotels.,Unknown,100000000,Series E,2018
2538,Drivezy,2016,Bengaluru,"Automotive, Rental, Sharing Economy",Drivezy is India's largest vehicle sharing platform which helps people turn their vehicles into earning members of their family.,Unknown,100000000,Debt Financing,2018
2539,Stelis Biopharma,2016,Bangalore,Biopharma,Stelis Biopharma is a vertically integrated biopharmaceutical company,"University of Tokyo Edge Capital, Global Brain Corporation",100000000,Series B,2018
2540,UnoTag,2016,Bangalore,Artificial Intelligence,SaaS to verify counterfeit,Unknown,100000,Pre-seed,2018
2541,CivilCops,2016,Gurgaon,"Government, Information Technology, Software",Gov-Tech,Unknown,100000,Pre-seed,2018
2542,Paymatrix,2016,Hyderabad,"Credit Cards, Payments, Property Insurance, Property Management, Rental Property",India's Leading Property Rent management platform,Unknown,100000,Seed,2018
2543,Techbooze,2016,New Delhi,Education,"Techbooze[1] ""AN OPEN FORUM"" is an educational enterprise, headquartered in India working across the country.",Aarin Capital,100000,Seed,2018
2544,Roposo,2016,Gurgaon,"Internet, Social Network, TV",Roposo - TV by the People is a unique social media platform where people express visually with homemade videos and photos.,Unknown,10000000,Series C,2018
2545,Wicked Ride Adventure Services Private Limited,2016,Bangalore,"Automotive, Last Mile Transportation, Peer to Peer, Ride Sharing",Peer-to-Peer motor vehicles sharing,Unknown,10000000,Venture - Series Unknown,2018
2546,AuthMetrik,2016,Gurgaon,"B2B, Biometrics, Cyber Security, Fraud Detection, SaaS, Security","SaaS, B2B, Security, Stop account sharing, Fraud Detection",Unknown,10000,Grant,2018
2547,Wow Venue,2016,Mumbai,Events,Wow Venue is an online platform.,Unknown,1500000,Venture - Series Unknown,2018
2548,Hospals,2016,New Delhi,"Medical, Tourism",Hospals is a medical tourism company.,Unknown,1500000,Seed,2018
2549,Freyr Energy,2016,Hyderabad,"Energy, Environmental Consulting, Renewable Energy, Solar","Freyr Energy is a company that provides full service solar provider based in Hyderabad, India.",Unknown,1500000,Series A,2018
2550,Square Off,2016,Mumbai,"Internet of Things, Robotics",Delivering Imagination,Unknown,1100000,Seed,2018
2551,ION Energy,2016,Mumbai,"Energy, Energy Storage, Infrastructure",A stealth startup building a layer of infrastructure for highly efficient energy storage systems.,Unknown,1041000,Venture - Series Unknown,2018
2552,Swiggy,2016,Bangalore,"Food Delivery, Food Processing, Internet",Swiggy is a food ordering and delivery company that provides food service solutions for restaurants.,Unknown,1000000000,Series H,2018
2553,MyNewCar.in,2016,Gurgaon,"Automotive, E-Commerce",MyNewCar.in offers new cars at best price with great deals. Book a new car online or request a doorstep test drive,Unknown,1000000,Venture - Series Unknown,2018
2554,CashRich,2016,Mumbai,"Apps, Financial Services, FinTech",A Mumbai-based fin-tech startup,Unknown,1000000,Seed,2018
2555,BhaskarGuru,2016,Bhopal,Search Engine,Bhaskarguru.com is your local search Engine,Unknown,1000000,Seed,2018
2556,Eunimart,2016,Hyderabad,"E-Commerce Platforms, Retail, SaaS",Eunimart is a one stop solution for merchants to create a difference by selling globally.,Unknown,3000000,Seed,2018
2557,Freightwalla,2016,Mumbai,"Information Services, Information Technology",Freightwalla is an international forwarder thats helps you manage supply chain by providing online tools including instant quotations.,Unknown,3000000,Seed,2018
2558,Microchip Payments,2016,Bangalore,Mobile Payments,Microchip payments is a mobile-based payment application and point-of-sale device,Unknown,3000000,Seed,2018
2559,BizCrum Infotech Pvt. Ltd.,2016,Delhi,"B2B, Shoes",Building Transactionary B2B Marketplaces,Unknown,3000000,Seed,2018
2560,Emojifi,2016,Bengaluru,Internet,"Emojifi is an app that provides live emoji, stickers & GIFs suggestions based on the typed words across chat platforms.",Axilor,3000000,Seed,2018
2561,Flock,2016,India,"Apps, Collaboration, Developer Platform, Enterprise Software, Messaging, Productivity Tools, Video Chat",Flock is a real-time messaging and collaboration app for teams that speeds up and simplifies communication and boosts productivity.,Unknown,3000000,Seed,2018
2562,Freshboxx,2016,Hubli,Food Delivery,"Freshboxx is incubated at Sandbox Startups, a unit of the Deshpande Foundation.","Carmignac, Falcon Edge Capital",3000000,Seed,2018
2563,Wide Mobility Mechatronics,2016,Bangalore,Industrial Automation,Wide Mobility Mechatronics is a Private Company limited by Shares,Ascent Capital,3000000,Seed,2018
2564,AppWharf,2016,New Delhi,"Artificial Intelligence, Product Search, SaaS, Service Industry, Software",Appwharf is an intelligent assistant that helps find you the best-fit SaaS for your business.,Unknown,3000000,Seed,2018
2565,PregBuddy,2016,Bengaluru,"Enterprise Software, Health Care, Hospital, Parenting, Personal Health, SaaS",PregBuddy is a smart connected care platform for expecting mothers.,Unknown,3000000,Seed,2018
2566,AgNext Technologies,2016,Mohali,"Agriculture, Analytics, Big Data, Farming",AgNext is an agricultural sensing and solutions company focused on building data-driven solutions for agricultural stakeholders,Unknown,3000000,Series A,2018
2567,NicheAI,2016,Hyderabad,Artificial Intelligence,Early stage Artificial Intelligence (AI) start up.,Unknown,3000000,Angel,2018
2568,Loanzen,2016,Bangalore,Financial Services,Loanzen helps small businesses get unsecured working capital loans against their their pending invoices.,"3one4 Capital, Kalaari Capital",3000000,Seed,2018
2569,Chakr Innovation,2016,New Delhi,Renewable Energy,Chakr has developed the world’s first retro-fit emission control device for diesel generators.,Blue Ashva Capital,3000000,Seed,2018
2570,Pooltoo,2016,New Delhi,Transportation,Pooltoo offers a premium ride sharing platform.,"Alteria Capital, Chiratae Ventures",3000000,Seed,2018
2571,Keito,2016,Pune,"Artificial Intelligence, Machine Learning, SaaS, Virtual Assistant",Building an Intelligent Digital Assistant.,Unknown,3000000,Seed,2018
2572,alphaics Corporation,2016,Bengaluru,"Cloud Computing, Computer, Semiconductor",Advancing AI compute,Unknown,3000000,Seed,2018
2573,Sattviko,2016,New Delhi,"Food Processing, Retail",Sattviko fosters wellness and shares Indianness through the Sattvik way of cooking that is wholesome and tasty!,Unknown,3000000,Angel,2018
2574,Bombay Shaving Company,2016,New Delhi,"Consumer Goods, Lifestyle, Men's",Bombay Shaving Company is a Men's grooming startup,Unknown,3000000,Series A,2018
2575,University Living,2016,New Delhi,Education,University Living is an online global student housing marketplace.,Aarin Capital,3000000,Seed,2018
2576,&ME,2016,Bangalore,"Food and Beverage, Food Processing, Nutrition",Food and Beverage startup focussing on developing products using ayurveda with modern science for women empowerment and fitness.,Unknown,3000000,Seed,2018
2577,Guardian.in,2016,Mumbai,Healthcare,GNC is a leading global specialty retailer of health and wellness products that takes pride to be the world's largest company,Venture Catalysts,3000000,Seed,2018
2578,India Accelerator,2016,Gurgaon,"Communities, Coworking, Incubators",India Accelerator runs mentorship-driven incubation and acceleration programs for start ups.,Unknown,3000000,Angel,2018
2579,Wishup,2016,Azadpur,"Consumer Applications, Information Services, Location Based Services, Virtual Assistant",Premium Personal Assistance service,Unknown,3000000,Seed,2018
2580,PivotRoots,2016,Mumbai,"Advertising, Consulting, Digital Marketing",Digital Marketing powered by Data & Technology; fueled by Design thinking,Unknown,3000000,Series A,2018
2581,OckyPocky,2016,Haryana,"E-Learning, Internet, Video Games",OckyPocky is a interactive and personalised language learning app for preschool kids.,Unknown,3000000,Angel,2018
2582,Asteria Aerospace,2016,Bangalore,Aerospace,Asteria Aerospace is a robotics and artificial intelligence company.,Unknown,3000000,Seed,2018
2583,Tranzmeo,2016,Cochin,"Artificial Intelligence, Business Intelligence, Industrial Automation, Machine Learning",Tranzmeo Connect : is A Complete Comprehensive Anomaly forensic Solution with Actionable Insights.,Unknown,3000000,Pre-seed,2018
2584,Khidki,2016,Bangalore,"Artificial Intelligence, Social",Vernacular Social Network Focused on Town Level Content and Interactions,Unknown,3000000,Seed,2018
2585,Nutrisattva (Proliva),2016,Anand,"Fitness, Food and Beverage, Health Care, Nutrition",Nutrisattva is a protein innovation compan,Unknown,3000000,Angel,2018
2586,Stones2milestones,2016,Gurgaon,"E-Learning, Education, Higher Education",Stones2milestones is a Gurgaon Based Learning Company.,Unknown,3000000,Seed,2018
2587,Generico,2016,Mumbai,"Health Care, Medical, Pharmaceutical",Generico is the fastest growing specialized pharmacy retail chain of Generic medicines.,Unknown,3000000,Series A,2018
2588,Adiuvo Diagnostics,2016,Chennai,Health Diagnostics,Adiuvo Diagnostics is a medical diagnostic device company based in India.,Unknown,3000000,Seed,2018
2589,SEDEMAC Mechatronics,2016,Mumbai,"Automotive, Electric Vehicle, Renewable Energy",SEDEMAC Mechatronics is technology company that distributes control-intensive products for automobiles.,Unknown,3000000,Venture - Series Unknown,2018
2590,Dee Dee Labs,2016,Pune,"Embedded Systems, Health Care, Medical, Product Research",Dee Dee Labs is design and development lab with a primary focus on the development of next generation of bionic prostheses.,Unknown,3000000,Seed,2018
2591,FLEECA,2016,Jaipur,—,FLEECA is a Tyre Care Provider company.,Unknown,3000000,Seed,2018
2592,Ambee,2016,Bangalore,"Health Care, Medical Device, Public Safety",Ambee is an Environment analytics startup.,Unknown,3000000,Angel,2018
2593,Olly Smart Credit Card,2016,New Delhi,"Credit Cards, Finance, Mobile Apps, Mobile Payments, Payments",Olly is a digital credit card for India's working masses and young people.,Unknown,3000000,Seed,2018
2594,Zestl,2016,Pune,Software,"No-Code Workflow Automation. Build enterprise applications in days with AI, Cognitive Automation, Collaboration and more built in.",Kalaari Capital,3000000,Seed,2018
2595,Pentation Analytics,2016,Mumbai,"Information Services, Information Technology, InsurTech",Pentation as an Insurtech enables insurers and intermediaries with our Insurance Analytics Suite- an Insurance specific AI/ML Software Suite,Unknown,3000000,Seed,2018
2596,Plum Goodness,2016,Thane,"Beauty, Health Care",Plum Haircare Is Silicone-Free & Sulphate-Free. Designed For Damaged & Dandruff-Free Hair,Unknown,3000000,Series A,2018
2597,Drstore,2016,Mumbai,Hospital,Drstore is a exclusive e- commerce platform.,Unknown,3000000,Seed,2018
2598,Chizel,2016,Pune,"3D Printing, Manufacturing, Product Design",Chizel is a worlds most advanced cloud platform for on-demand manufacturing in 3D Printing and CNC Machining,Unknown,3000000,Seed,2018
2599,Khabri,2016,Haryana,"Apps, Audio",Khabri is a digital audio platform for content in vernacular.,Unknown,3000000,Seed,2018
2600,Tabono,2016,Gurgaon,Sports,Tabono is a one stop environment for all your fitness solution.,"Darq Capital, Jagadeesh Atukuri",3000000,Seed,2018
2601,Fric Bergen,2016,Alwar,—,Fric Bergen is a leader in the specialty food industry.,Unknown,3000000,Venture - Series Unknown,2018
2602,Any time Doctor,2016,Chennai,Software,Anytime Doctor is a Software company.,Kalaari Capital,3000000,Angel,2018
2603,Go Payments,2016,Mumbai,"Information Services, Information Technology",Go Payments was founded with the mission of assisting consumers with performing a whole host of financial services at their doorstep.,Unknown,3000000,Corporate Round,2018
2604,Rockmetric,2016,Mumbai,Information Technology,"Smarter analytics to understand how each customer uses your product. Drive growth in conversion, retention and engagement.","FMC, Omnivore, Blume Ventures",3000000,Grant,2018
2605,Snapmint,2016,Mumbai,"Consumer Lending, Financial Services, Lending, Personal Finance","Snapmint facilitates simplified, fairly-priced and hassle-free EMI options without a Credit Card.",Unknown,3000000,Seed,2018
2606,Gegadyne Energy,2016,Mumbai,"Automotive, Battery, Energy, Energy Storage",A Mumbai-based startup Electric Vehicle (EV) & Energy Storage company.,Unknown,3000000,Angel,2018
2607,Deftouch,2016,Bangalore,—,Deftouch is a mobile game development company that currently focuses on winning the Cricket gaming market with a social multiplayer game.,Unknown,3000000,Seed,2018
2608,Corefactors,2016,Bangalore,—,"Corefactors is a leading campaign management, business communication and analytics company.",Unknown,3000000,Seed,2018
2609,Awaaz De,2016,Ahmedabad,"Internet, Mobile, Social Entrepreneurship, Telecommunications, Wireless",Awwaz.De develops inclusive mobile solutions that enable organizations to achieve last-mile connectivity for social impact.,Unknown,3000000,Angel,2018
2610,GenRobotic,2016,Trivandrum,Market Research,A Robotic Company.,Unknown,3000000,Seed,2018
2611,SectorQube,2016,Ernakulam,"Consumer Electronics, Embedded Systems, Hardware, Smart Building, Software",SectorQube develops smart kitchen devices that make food automatically.,Unknown,3000000,Seed,2018
2612,Food Memories,2016,Ahmedabad,"Food and Beverage, Food Processing",Iconic Indian Delicacies from the most renowned vendors of India Delivered Globally.,Unknown,3000000,Seed,2018
2613,ZAMROO,2016,India,"Internet, Marketplace, Shopping",Zamroo is a growing mobile marketplace that allows users to buy and sell locally.,Unknown,3000000,Seed,2018
2614,Creator’s Gurukul,2016,Gurgaon,Facilities Support Services,A coworking space provider.,Unknown,3000000,Angel,2018
